iter	RMSE
588	15.67948093
589	15.67750405
590	15.67524712
591	15.67281634
592	15.67063487
593	15.66938789
594	15.66721718
595	15.6655656
596	15.66409632
597	15.6624845
598	15.66069917
599	15.65865282
600	15.65613916
601	15.65427804
602	15.65266986
603	15.65137986
604	15.65063675
605	15.64893847
606	15.64793776
607	15.6467433
608	15.64535045
609	15.64426323
610	15.64233966
611	15.6408615
612	15.63947979
613	15.63810358
614	15.63675167
615	15.63547518
616	15.63388072
617	15.63278192
618	15.63125901
619	15.63072802
620	15.62886797
621	15.62723515
622	15.62512729
623	15.62300204
624	15.62143012
625	15.61882082
626	15.61630473
627	15.61456858
628	15.61341402
629	15.61168546
630	15.61074453
631	15.60925857
632	15.60830102
633	15.60660482
634	15.60529878
635	15.60372064
636	15.60155207
637	15.60068911
638	15.59824185
639	15.59721724
640	15.59530271
641	15.59231217
642	15.59031722
643	15.58916383
644	15.58818428
645	15.58744306
646	15.58548779
647	15.58311149
648	15.58141881
649	15.58020566
650	15.57907095
651	15.5763523
652	15.57472974
653	15.57335684
654	15.5714968
655	15.57054282
656	15.56843997
657	15.56657761
658	15.56415474
659	15.56251455
660	15.56074128
661	15.55813116
662	15.55731085
663	15.55598662
664	15.55468638
665	15.55291112
666	15.55143825
667	15.54884668
668	15.54777709
669	15.54653288
670	15.54486494
671	15.54316253
672	15.54142292
673	15.53993668
674	15.53819094
675	15.53700889
676	15.53629223
677	15.53465963
678	15.53402985
679	15.53197084
680	15.53007575
681	15.528495
682	15.52719666
683	15.52536197
684	15.52411942
685	15.52250815
686	15.52079382
687	15.51920635
688	15.51821968
689	15.51695606
690	15.51604712
691	15.51354713
692	15.51126182
693	15.50812896
694	15.50586398
695	15.50448756
696	15.50378121
697	15.5026145
698	15.5014255
699	15.49974938
700	15.49897812
701	15.49701353
702	15.49576279
703	15.49451389
704	15.49370093
705	15.49292926
706	15.49008913
707	15.48835256
708	15.4876333
709	15.48538564
710	15.48355589
711	15.48241327
712	15.48124322
713	15.48037802
714	15.47917615
715	15.4773856
716	15.47583941
717	15.47395734
718	15.47240946
719	15.47108947
720	15.46916295
721	15.46709774
722	15.46589778
723	15.46470487
724	15.46325774
725	15.46132783
726	15.45937353
727	15.45754039
728	15.45573571
729	15.45388567
730	15.45317117
731	15.45205674
732	15.45128153
733	15.44995995
734	15.44896534
735	15.44780151
736	15.44680523
737	15.4461125
738	15.44530501
739	15.44466862
740	15.44385713
741	15.44244938
742	15.44124987
743	15.43980501
744	15.43842916
745	15.43764664
746	15.43656275
747	15.43397867
748	15.4329295
749	15.43177987
750	15.43081786
751	15.42901633
752	15.42745927
753	15.42547339
754	15.42410699
755	15.42330179
756	15.42172812
757	15.42005833
758	15.41852197
759	15.41777891
760	15.41714666
761	15.41628693
762	15.41569703
763	15.41447276
764	15.41380472
765	15.41193351
766	15.41032896
767	15.40961726
768	15.40873281
769	15.40727311
770	15.40611729
771	15.40437896
772	15.40275086
773	15.40070787
774	15.39982284
775	15.39928078
776	15.39725957
777	15.39562248
778	15.39374046
779	15.39281992
780	15.39122667
781	15.38955681
782	15.38838755
783	15.38792606
784	15.38625893
785	15.38494897
786	15.38398946
787	15.38218364
788	15.38106258
789	15.37998707
790	15.37834524
791	15.37684127
792	15.37590921
793	15.37483226
794	15.37387418
795	15.37228804
796	15.37108998
797	15.36961629
798	15.36827614
799	15.3667698
800	15.36526597
801	15.3642821
802	15.36340455
803	15.36204229
804	15.36147049
805	15.35991917
806	15.35848904
807	15.35718505
808	15.35487903
809	15.35217294
810	15.35080487
811	15.34976314
812	15.34892985
813	15.34838453
814	15.34622469
815	15.34469118
816	15.34389261
817	15.34217472
818	15.34062532
819	15.33982023
820	15.33780209
821	15.33693235
822	15.335699
823	15.33460322
824	15.3328799
825	15.3306747
826	15.32944965
827	15.32748271
828	15.3260719
829	15.32541647
830	15.32385653
831	15.32231154
832	15.32153592
833	15.32012543
834	15.3188427
835	15.31807857
836	15.31713267
837	15.31561208
838	15.31408236
839	15.31296558
840	15.31166676
841	15.31005524
842	15.3087621
843	15.30720494
844	15.30598805
845	15.30453649
846	15.30401955
847	15.30274076
848	15.30176281
849	15.30098307
850	15.29974066
851	15.29824775
852	15.29652972
853	15.29541327
854	15.29400172
855	15.29279119
856	15.29172586
857	15.29046055
858	15.28968909
859	15.28863285
860	15.28766725
861	15.28634625
862	15.28509724
863	15.28351553
864	15.2821121
865	15.28067855
866	15.28001644
867	15.27889972
868	15.2772259
869	15.27570976
870	15.27493023
871	15.27364496
872	15.27244496
873	15.27132346
874	15.27053649
875	15.2689612
876	15.26814815
877	15.26771276
878	15.26570733
879	15.26329541
880	15.26190707
881	15.26072405
882	15.25919135
883	15.25840357
884	15.25727148
885	15.25656024
886	15.25596471
887	15.25467403
888	15.25348394
889	15.25303522
890	15.25229333
891	15.25050649
892	15.2497561
893	15.24853531
894	15.24705028
895	15.24589296
896	15.24489201
897	15.24348692
898	15.24208805
899	15.24083092
900	15.23942741
901	15.23861187
902	15.23748871
903	15.23603621
904	15.23413477
905	15.2329931
906	15.23221003
907	15.23080668
908	15.23036962
909	15.22921798
910	15.22869794
911	15.22762437
912	15.22705541
913	15.22586545
914	15.22393294
915	15.22249801
916	15.22145729
917	15.22074575
918	15.21872034
919	15.21752428
920	15.21653347
921	15.21560233
922	15.21485288
923	15.21433024
924	15.21294199
925	15.2117658
926	15.21114
927	15.21064788
928	15.21004759
929	15.20968212
930	15.20742413
931	15.20609338
932	15.20456493
933	15.20301461
934	15.20129901
935	15.20014758
936	15.19854284
937	15.19784527
938	15.19647222
939	15.19595751
940	15.19501782
941	15.19340329
942	15.19205025
943	15.19057744
944	15.18941581
945	15.18784838
946	15.18693238
947	15.18498019
948	15.18341588
949	15.1821981
950	15.18096375
951	15.18004157
952	15.17944725
953	15.17745103
954	15.17599347
955	15.17478724
956	15.17374807
957	15.17256011
958	15.17129724
959	15.17080074
960	15.16951924
961	15.16786117
962	15.16723546
963	15.16628474
964	15.16501797
965	15.16354956
966	15.16310452
967	15.16198478
968	15.16099305
969	15.16002013
970	15.15966241
971	15.15771276
972	15.15720734
973	15.15618489
974	15.15453858
975	15.15389111
976	15.15278461
977	15.15179854
978	15.15043103
979	15.14903668
980	15.14797578
981	15.14639988
982	15.14525639
983	15.14432485
984	15.14331436
985	15.14214171
986	15.14057417
987	15.13958282
988	15.13913121
989	15.13864846
990	15.13735113
991	15.13650849
992	15.13568857
993	15.13485906
994	15.13359862
995	15.13267316
996	15.13124111
997	15.13023524
998	15.12965264
999	15.12881551
