,product_hash,sales_quantity,date_of_sale,requested_delivery_date,unit_price,unit_cost
5696,5c4f77b0c88aa306e667e6096430b339,1.0,2019-05-14T00:00:00,2019-05-14,200.0,480.0
5660,5c4f77b0c88aa306e667e6096430b339,1.0,2019-05-14T00:00:00,2019-05-14,200.0,384.0
5596,5c4f77b0c88aa306e667e6096430b339,1.0,2019-05-14T00:00:00,2019-05-15,200.0,408.0
5999,5c4f77b0c88aa306e667e6096430b339,3.0,2019-05-17T00:00:00,2019-05-17,200.0,460.8
61350,5c4f77b0c88aa306e667e6096430b339,1.0,2019-05-21T00:00:00,2019-05-21,200.0,384.0
61417,5c4f77b0c88aa306e667e6096430b339,1.0,2019-05-21T00:00:00,2019-05-21,200.0,441.6
61638,5c4f77b0c88aa306e667e6096430b339,1.0,2019-05-23T00:00:00,2019-05-23,200.0,480.0
61887,5c4f77b0c88aa306e667e6096430b339,1.0,2019-05-27T00:00:00,2019-05-27,200.0,480.0
61972,5c4f77b0c88aa306e667e6096430b339,1.0,2019-05-27T00:00:00,2019-05-27,200.0,451.2
62067,5c4f77b0c88aa306e667e6096430b339,1.0,2019-05-28T00:00:00,2019-05-29,18.68,50.102
62506,5c4f77b0c88aa306e667e6096430b339,1.0,2019-06-03T00:00:00,2019-06-03,200.0,384.0
206539,5c4f77b0c88aa306e667e6096430b339,1.0,2019-06-07T00:00:00,2019-06-07,200.0,441.6
207003,5c4f77b0c88aa306e667e6096430b339,3.0,2019-06-11T00:00:00,2019-06-12,18.77,47.97
250256,5c4f77b0c88aa306e667e6096430b339,1.0,2019-06-17T00:00:00,2019-06-17,200.0,451.2
250595,5c4f77b0c88aa306e667e6096430b339,2.0,2019-06-24T00:00:00,2019-06-24,200.0,441.6
250548,5c4f77b0c88aa306e667e6096430b339,1.0,2019-06-24T00:00:00,2019-06-24,200.0,441.6
250833,5c4f77b0c88aa306e667e6096430b339,2.0,2019-06-26T00:00:00,2019-06-26,200.0,432.0
250950,5c4f77b0c88aa306e667e6096430b339,1.0,2019-06-27T00:00:00,2019-06-28,200.0,480.0
250997,5c4f77b0c88aa306e667e6096430b339,2.0,2019-06-28T00:00:00,2019-06-28,200.0,441.6
156226,5c4f77b0c88aa306e667e6096430b339,2.0,2019-07-08T00:00:00,2019-07-08,18.96,50.102
156800,5c4f77b0c88aa306e667e6096430b339,1.0,2019-07-15T00:00:00,2019-07-15,200.0,451.2
156883,5c4f77b0c88aa306e667e6096430b339,1.0,2019-07-15T00:00:00,2019-07-15,200.0,441.6
156865,5c4f77b0c88aa306e667e6096430b339,1.0,2019-07-15T00:00:00,2019-07-15,18.95,51.168
156958,5c4f77b0c88aa306e667e6096430b339,1.0,2019-07-16T00:00:00,2019-07-16,200.0,441.6
157067,5c4f77b0c88aa306e667e6096430b339,1.0,2019-07-17T00:00:00,2019-07-17,200.0,441.6
165669,5c4f77b0c88aa306e667e6096430b339,1.0,2019-07-23T00:00:00,2019-07-23,200.0,460.8
165961,5c4f77b0c88aa306e667e6096430b339,1.0,2019-07-29T00:00:00,2019-07-29,200.0,441.6
166145,5c4f77b0c88aa306e667e6096430b339,1.0,2019-07-31T00:00:00,2019-07-31,200.0,441.6
166663,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-08T00:00:00,2019-08-08,200.0,384.0
90204,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-13T00:00:00,2019-08-13,200.0,451.2
90158,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-13T00:00:00,2019-08-13,200.0,480.0
90095,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-13T00:00:00,2019-08-13,200.0,384.0
90130,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-13T00:00:00,2019-08-13,200.0,384.0
90366,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-15T00:00:00,2019-08-15,200.0,451.2
90632,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-19T00:00:00,2019-08-19,200.0,441.6
90993,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-21T00:00:00,2019-08-21,18.59,45.305
107874,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-22T00:00:00,2019-08-22,200.0,441.6
108129,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-26T00:00:00,2019-08-26,200.0,384.0
108035,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-24T00:00:00,2019-08-26,18.67,53.3
108277,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-27T00:00:00,2019-08-27,200.0,384.0
108441,5c4f77b0c88aa306e667e6096430b339,3.0,2019-08-28T00:00:00,2019-08-28,200.0,460.8
108450,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-28T00:00:00,2019-08-29,200.0,408.0
108600,5c4f77b0c88aa306e667e6096430b339,1.0,2019-08-30T00:00:00,2019-08-30,200.0,432.0
108792,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-02T00:00:00,2019-09-02,200.0,451.2
109022,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-03T00:00:00,2019-09-03,200.0,460.8
109070,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-04T00:00:00,2019-09-04,200.0,384.0
134139,5c4f77b0c88aa306e667e6096430b339,3.0,2019-09-06T00:00:00,2019-09-06,200.0,460.8
134122,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-06T00:00:00,2019-09-06,200.0,480.0
134156,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-06T00:00:00,2019-09-09,200.0,441.6
134365,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-09T00:00:00,2019-09-09,200.0,441.6
134236,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-09T00:00:00,2019-09-09,200.0,460.8
134196,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-09T00:00:00,2019-09-09,18.78,50.102
134159,5c4f77b0c88aa306e667e6096430b339,2.0,2019-09-06T00:00:00,2019-09-09,18.72,53.3
134604,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-10T00:00:00,2019-09-10,200.0,480.0
134466,5c4f77b0c88aa306e667e6096430b339,2.0,2019-09-10T00:00:00,2019-09-10,200.0,384.0
134405,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-09T00:00:00,2019-09-10,200.0,480.0
134795,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-12T00:00:00,2019-09-12,18.76,53.3
134907,5c4f77b0c88aa306e667e6096430b339,2.0,2019-09-13T00:00:00,2019-09-13,200.0,460.8
135148,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-16T00:00:00,2019-09-16,200.0,384.0
135270,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-17T00:00:00,2019-09-17,200.0,432.0
189320,5c4f77b0c88aa306e667e6096430b339,2.0,2019-09-19T00:00:00,2019-09-19,200.0,441.6
189445,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-20T00:00:00,2019-09-20,200.0,384.0
189452,5c4f77b0c88aa306e667e6096430b339,2.0,2019-09-20T00:00:00,2019-09-20,200.0,432.0
189554,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-23T00:00:00,2019-09-23,200.0,432.0
189715,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-23T00:00:00,2019-09-24,200.0,480.0
189723,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-23T00:00:00,2019-09-24,200.0,451.2
190604,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-01T00:00:00,2019-10-01,200.0,408.0
190350,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-30T00:00:00,2019-10-01,200.0,441.6
190501,5c4f77b0c88aa306e667e6096430b339,1.0,2019-09-30T00:00:00,2019-10-01,200.0,480.0
99189,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-07T00:00:00,2019-10-07,200.0,441.6
99177,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-07T00:00:00,2019-10-07,200.0,441.6
99507,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-08T00:00:00,2019-10-08,200.0,384.0
99648,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-09T00:00:00,2019-10-09,200.0,441.6
100137,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-14T00:00:00,2019-10-14,18.47,50.102
100326,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-15T00:00:00,2019-10-15,200.0,384.0
100306,5c4f77b0c88aa306e667e6096430b339,2.0,2019-10-15T00:00:00,2019-10-15,200.0,432.0
100749,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-17T00:00:00,2019-10-17,200.0,441.6
100866,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-17T00:00:00,2019-10-18,18.51,45.305
100991,5c4f77b0c88aa306e667e6096430b339,2.0,2019-10-18T00:00:00,2019-10-18,200.0,451.2
101012,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-18T00:00:00,2019-10-18,200.0,451.2
101191,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-21T00:00:00,2019-10-21,200.0,441.6
145841,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-22T00:00:00,2019-10-22,200.0,384.0
101347,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-21T00:00:00,2019-10-22,200.0,480.0
101351,5c4f77b0c88aa306e667e6096430b339,2.0,2019-10-22T00:00:00,2019-10-22,200.0,441.6
145964,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-23T00:00:00,2019-10-24,200.0,480.0
146387,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-25T00:00:00,2019-10-25,18.63,47.97
146664,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-28T00:00:00,2019-10-28,200.0,451.2
146728,5c4f77b0c88aa306e667e6096430b339,2.0,2019-10-28T00:00:00,2019-10-29,18.61,50.102
146795,5c4f77b0c88aa306e667e6096430b339,2.0,2019-10-29T00:00:00,2019-10-29,200.0,441.6
146805,5c4f77b0c88aa306e667e6096430b339,2.0,2019-10-29T00:00:00,2019-10-29,200.0,384.0
146840,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-29T00:00:00,2019-10-29,200.0,441.6
146852,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-29T00:00:00,2019-10-30,200.0,432.0
175669,5c4f77b0c88aa306e667e6096430b339,1.0,2019-10-31T00:00:00,2019-10-31,200.0,441.6
175693,5c4f77b0c88aa306e667e6096430b339,3.0,2019-10-31T00:00:00,2019-10-31,200.0,460.8
176262,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-05T00:00:00,2019-11-05,200.0,441.6
176919,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-08T00:00:00,2019-11-08,200.0,432.0
195386,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-11T00:00:00,2019-11-11,200.0,480.0
195575,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-12T00:00:00,2019-11-12,200.0,441.6
196401,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-15T00:00:00,2019-11-15,200.0,441.6
196338,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-15T00:00:00,2019-11-15,200.0,408.0
196318,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-15T00:00:00,2019-11-15,200.0,460.8
260131,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-18T00:00:00,2019-11-18,200.0,451.2
260048,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-18T00:00:00,2019-11-18,200.0,441.6
196595,5c4f77b0c88aa306e667e6096430b339,2.0,2019-11-18T00:00:00,2019-11-18,200.0,403.2
196576,5c4f77b0c88aa306e667e6096430b339,3.0,2019-11-18T00:00:00,2019-11-18,200.0,441.6
260284,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-19T00:00:00,2019-11-19,18.76,47.97
260312,5c4f77b0c88aa306e667e6096430b339,2.0,2019-11-19T00:00:00,2019-11-19,200.0,384.0
260420,5c4f77b0c88aa306e667e6096430b339,2.0,2019-11-19T00:00:00,2019-11-19,200.0,384.0
260207,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-18T00:00:00,2019-11-19,200.0,451.2
260670,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-20T00:00:00,2019-11-20,200.0,432.0
260872,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-21T00:00:00,2019-11-21,200.0,480.0
15441,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-26T00:00:00,2019-11-27,18.85,55.5
15850,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-27T00:00:00,2019-11-27,200.0,500.0
16047,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-28T00:00:00,2019-11-28,200.0,450.0
16271,5c4f77b0c88aa306e667e6096430b339,2.0,2019-11-29T00:00:00,2019-11-29,200.0,460.0
16252,5c4f77b0c88aa306e667e6096430b339,1.0,2019-11-29T00:00:00,2019-11-29,200.0,460.0
16471,5c4f77b0c88aa306e667e6096430b339,2.0,2019-12-02T00:00:00,2019-12-02,200.0,450.0
16393,5c4f77b0c88aa306e667e6096430b339,1.0,2019-12-02T00:00:00,2019-12-02,19.05,49.95
52832,5c4f77b0c88aa306e667e6096430b339,2.0,2019-12-05T00:00:00,2019-12-05,200.0,460.0
53276,5c4f77b0c88aa306e667e6096430b339,1.0,2019-12-09T00:00:00,2019-12-09,200.0,460.0
53327,5c4f77b0c88aa306e667e6096430b339,1.0,2019-12-09T00:00:00,2019-12-09,200.0,470.0
53340,5c4f77b0c88aa306e667e6096430b339,1.0,2019-12-09T00:00:00,2019-12-09,200.0,470.0
53506,5c4f77b0c88aa306e667e6096430b339,4.0,2019-12-10T00:00:00,2019-12-10,200.0,430.0
53774,5c4f77b0c88aa306e667e6096430b339,2.0,2019-12-11T00:00:00,2019-12-11,18.93,44.4
212160,5c4f77b0c88aa306e667e6096430b339,1.0,2019-12-13T00:00:00,2019-12-13,200.0,480.0
212272,5c4f77b0c88aa306e667e6096430b339,2.0,2019-12-16T00:00:00,2019-12-16,200.0,460.0
244496,5c4f77b0c88aa306e667e6096430b339,1.0,2020-01-03T00:00:00,2020-01-03,200.0,460.0
244585,5c4f77b0c88aa306e667e6096430b339,1.0,2020-01-06T00:00:00,2020-01-07,200.0,480.0
245020,5c4f77b0c88aa306e667e6096430b339,1.0,2020-01-08T00:00:00,2020-01-08,200.0,460.0
244831,5c4f77b0c88aa306e667e6096430b339,1.0,2020-01-07T00:00:00,2020-01-08,200.0,460.0
245082,5c4f77b0c88aa306e667e6096430b339,1.0,2020-01-08T00:00:00,2020-01-09,200.0,450.0
245492,5c4f77b0c88aa306e667e6096430b339,1.0,2020-01-13T00:00:00,2020-01-13,200.0,460.0
51332,5c4f77b0c88aa306e667e6096430b339,1.0,2020-01-15T00:00:00,2020-01-15,200.0,460.0
51416,5c4f77b0c88aa306e667e6096430b339,9.0,2020-01-16T00:00:00,2020-01-16,200.0,430.0
51572,5c4f77b0c88aa306e667e6096430b339,2.0,2020-01-17T00:00:00,2020-01-17,200.0,480.0
51780,5c4f77b0c88aa306e667e6096430b339,1.0,2020-01-20T00:00:00,2020-01-20,200.0,470.0
51712,5c4f77b0c88aa306e667e6096430b339,1.0,2020-01-20T00:00:00,2020-01-20,18.97,49.95
52059,5c4f77b0c88aa306e667e6096430b339,1.0,2020-01-22T00:00:00,2020-01-22,200.0,460.0
16770,5c4f77b0c88aa306e667e6096430b339,1.0,2020-01-29T00:00:00,2020-01-29,18.88,55.5
17295,5c4f77b0c88aa306e667e6096430b339,1.0,2020-02-03T00:00:00,2020-02-03,200.0,425.0
17451,5c4f77b0c88aa306e667e6096430b339,1.0,2020-02-04T00:00:00,2020-02-04,200.0,450.0
17483,5c4f77b0c88aa306e667e6096430b339,1.0,2020-02-04T00:00:00,2020-02-04,200.0,400.0
17854,5c4f77b0c88aa306e667e6096430b339,1.0,2020-02-06T00:00:00,2020-02-06,200.0,440.0
228131,5c4f77b0c88aa306e667e6096430b339,1.0,2020-02-10T00:00:00,2020-02-10,18.98,53.28
228516,5c4f77b0c88aa306e667e6096430b339,1.0,2020-02-12T00:00:00,2020-02-12,200.0,480.0
229206,5c4f77b0c88aa306e667e6096430b339,1.0,2020-02-19T00:00:00,2020-02-19,200.0,460.0
229261,5c4f77b0c88aa306e667e6096430b339,1.0,2020-02-20T00:00:00,2020-02-20,18.91,52.17
227032,5c4f77b0c88aa306e667e6096430b339,1.0,2020-02-26T00:00:00,2020-02-26,200.0,480.0
227205,5c4f77b0c88aa306e667e6096430b339,1.0,2020-02-27T00:00:00,2020-02-27,200.0,470.0
227124,5c4f77b0c88aa306e667e6096430b339,1.0,2020-02-26T00:00:00,2020-02-27,200.0,450.0
227547,5c4f77b0c88aa306e667e6096430b339,1.0,2020-03-02T00:00:00,2020-03-02,200.0,460.0
227524,5c4f77b0c88aa306e667e6096430b339,2.0,2020-03-02T00:00:00,2020-03-02,200.0,460.0
227907,5c4f77b0c88aa306e667e6096430b339,1.0,2020-03-04T00:00:00,2020-03-04,200.0,480.0
227858,5c4f77b0c88aa306e667e6096430b339,1.0,2020-03-04T00:00:00,2020-03-04,200.0,450.0
227937,5c4f77b0c88aa306e667e6096430b339,1.0,2020-03-04T00:00:00,2020-03-04,200.0,450.0
177177,5c4f77b0c88aa306e667e6096430b339,1.0,2020-03-06T00:00:00,2020-03-06,200.0,460.0
177939,5c4f77b0c88aa306e667e6096430b339,1.0,2020-03-14T00:00:00,2020-03-16,200.0,500.0
178081,5c4f77b0c88aa306e667e6096430b339,1.0,2020-03-17T00:00:00,2020-03-17,200.0,500.0
144850,5c4f77b0c88aa306e667e6096430b339,2.0,2020-03-27T00:00:00,2020-03-27,200.0,460.0
144996,5c4f77b0c88aa306e667e6096430b339,1.0,2020-03-30T00:00:00,2020-03-30,200.0,470.0
145477,5c4f77b0c88aa306e667e6096430b339,1.0,2020-04-03T00:00:00,2020-04-07,200.0,460.0
128631,5c4f77b0c88aa306e667e6096430b339,1.0,2020-04-16T00:00:00,2020-04-17,200.0,480.0
128875,5c4f77b0c88aa306e667e6096430b339,1.0,2020-04-21T00:00:00,2020-04-21,200.0,400.0
129041,5c4f77b0c88aa306e667e6096430b339,2.0,2020-04-23T00:00:00,2020-04-24,200.0,460.0
69294,5c4f77b0c88aa306e667e6096430b339,1.0,2020-05-11T00:00:00,2020-05-11,200.0,470.0
69433,5c4f77b0c88aa306e667e6096430b339,1.0,2020-05-12T00:00:00,2020-05-12,200.0,400.0
69462,5c4f77b0c88aa306e667e6096430b339,1.0,2020-05-12T00:00:00,2020-05-12,200.0,425.0
69534,5c4f77b0c88aa306e667e6096430b339,1.0,2020-05-12T00:00:00,2020-05-12,200.0,480.0
69606,5c4f77b0c88aa306e667e6096430b339,1.0,2020-05-13T00:00:00,2020-05-13,200.0,500.0
161630,5c4f77b0c88aa306e667e6096430b339,1.0,2020-05-19T00:00:00,2020-05-19,200.0,460.0
161511,5c4f77b0c88aa306e667e6096430b339,1.0,2020-05-19T00:00:00,2020-05-19,200.0,500.0
161659,5c4f77b0c88aa306e667e6096430b339,1.0,2020-05-19T00:00:00,2020-05-19,200.0,400.0
161878,5c4f77b0c88aa306e667e6096430b339,2.0,2020-05-22T00:00:00,2020-05-22,200.0,420.0
160643,5c4f77b0c88aa306e667e6096430b339,1.0,2020-06-02T00:00:00,2020-06-02,200.0,480.0
161041,5c4f77b0c88aa306e667e6096430b339,10.0,2020-06-04T00:00:00,2020-06-04,200.0,430.0
161272,5c4f77b0c88aa306e667e6096430b339,1.0,2020-06-08T00:00:00,2020-06-08,200.0,460.0
121822,5c4f77b0c88aa306e667e6096430b339,1.0,2020-06-11T00:00:00,2020-06-11,200.0,460.0
121866,5c4f77b0c88aa306e667e6096430b339,1.0,2020-06-11T00:00:00,2020-06-12,200.0,400.0
75970,5c4f77b0c88aa306e667e6096430b339,1.0,2020-06-21T00:00:00,2020-06-22,200.0,400.0
76105,5c4f77b0c88aa306e667e6096430b339,1.0,2020-06-23T00:00:00,2020-06-23,200.0,400.0
76367,5c4f77b0c88aa306e667e6096430b339,3.0,2020-06-28T00:00:00,2020-06-29,200.0,500.0
76461,5c4f77b0c88aa306e667e6096430b339,1.0,2020-06-30T00:00:00,2020-06-30,200.0,460.0
76434,5c4f77b0c88aa306e667e6096430b339,1.0,2020-06-29T00:00:00,2020-06-30,200.0,500.0
76941,5c4f77b0c88aa306e667e6096430b339,1.0,2020-07-06T00:00:00,2020-07-06,200.0,460.0
76833,5c4f77b0c88aa306e667e6096430b339,1.0,2020-07-06T00:00:00,2020-07-06,19.11,53.28
77020,5c4f77b0c88aa306e667e6096430b339,1.0,2020-07-07T00:00:00,2020-07-07,200.0,400.0
77119,5c4f77b0c88aa306e667e6096430b339,1.0,2020-07-08T00:00:00,2020-07-08,19.12,53.28
184897,5c4f77b0c88aa306e667e6096430b339,1.0,2020-07-13T00:00:00,2020-07-13,200.0,470.0
184972,5c4f77b0c88aa306e667e6096430b339,1.0,2020-07-14T00:00:00,2020-07-14,200.0,470.0
185081,5c4f77b0c88aa306e667e6096430b339,1.0,2020-07-15T00:00:00,2020-07-15,200.0,400.0
185327,5c4f77b0c88aa306e667e6096430b339,2.0,2020-07-17T00:00:00,2020-07-17,200.0,460.0
185474,5c4f77b0c88aa306e667e6096430b339,1.0,2020-07-20T00:00:00,2020-07-20,200.0,460.0
184863,5c4f77b0c88aa306e667e6096430b339,1.0,2020-07-13T00:00:00,2020-07-24,200.0,500.0
185774,5c4f77b0c88aa306e667e6096430b339,1.0,2020-07-23T00:00:00,2020-07-29,200.0,460.0
137476,5c4f77b0c88aa306e667e6096430b339,1.0,2020-07-31T00:00:00,2020-07-31,200.0,480.0
137894,5c4f77b0c88aa306e667e6096430b339,2.0,2020-08-05T00:00:00,2020-08-05,19.42,47.175
138151,5c4f77b0c88aa306e667e6096430b339,1.0,2020-08-08T00:00:00,2020-08-10,200.0,500.0
235523,5c4f77b0c88aa306e667e6096430b339,1.0,2020-08-11T00:00:00,2020-08-11,200.0,450.0
235476,5c4f77b0c88aa306e667e6096430b339,1.0,2020-08-11T00:00:00,2020-08-11,200.0,400.0
235610,5c4f77b0c88aa306e667e6096430b339,2.0,2020-08-12T00:00:00,2020-08-12,200.0,470.0
235559,5c4f77b0c88aa306e667e6096430b339,2.0,2020-08-12T00:00:00,2020-08-12,19.46,55.5
235649,5c4f77b0c88aa306e667e6096430b339,1.0,2020-08-13T00:00:00,2020-08-13,200.0,500.0
235771,5c4f77b0c88aa306e667e6096430b339,1.0,2020-08-17T00:00:00,2020-08-17,200.0,460.0
235816,5c4f77b0c88aa306e667e6096430b339,1.0,2020-08-17T00:00:00,2020-08-17,200.0,470.0
235924,5c4f77b0c88aa306e667e6096430b339,1.0,2020-08-18T00:00:00,2020-08-18,200.0,400.0
236112,5c4f77b0c88aa306e667e6096430b339,1.0,2020-08-20T00:00:00,2020-08-24,19.44,49.95
236431,5c4f77b0c88aa306e667e6096430b339,1.0,2020-08-24T00:00:00,2020-08-24,200.0,480.0
236572,5c4f77b0c88aa306e667e6096430b339,1.0,2020-08-25T00:00:00,2020-08-25,200.0,470.0
236738,5c4f77b0c88aa306e667e6096430b339,1.0,2020-08-26T00:00:00,2020-08-26,200.0,470.0
219069,5c4f77b0c88aa306e667e6096430b339,1.0,2020-08-27T00:00:00,2020-08-27,200.0,500.0
219395,5c4f77b0c88aa306e667e6096430b339,1.0,2020-08-31T00:00:00,2020-08-31,200.0,460.0
219507,5c4f77b0c88aa306e667e6096430b339,1.0,2020-09-01T00:00:00,2020-09-01,200.0,460.0
219534,5c4f77b0c88aa306e667e6096430b339,1.0,2020-09-01T00:00:00,2020-09-01,200.0,450.0
220288,5c4f77b0c88aa306e667e6096430b339,1.0,2020-09-07T00:00:00,2020-09-07,200.0,500.0
43887,5c4f77b0c88aa306e667e6096430b339,1.0,2020-09-09T00:00:00,2020-09-09,200.0,460.0
44072,5c4f77b0c88aa306e667e6096430b339,2.0,2020-09-10T00:00:00,2020-09-10,200.0,460.0
44060,5c4f77b0c88aa306e667e6096430b339,1.0,2020-09-10T00:00:00,2020-09-10,200.0,500.0
43924,5c4f77b0c88aa306e667e6096430b339,1.0,2020-09-09T00:00:00,2020-09-10,19.29,49.95
44940,5c4f77b0c88aa306e667e6096430b339,2.0,2020-09-18T00:00:00,2020-09-21,19.23,49.95
45044,5c4f77b0c88aa306e667e6096430b339,1.0,2020-09-21T00:00:00,2020-09-21,200.0,460.0
24264,5c4f77b0c88aa306e667e6096430b339,1.0,2020-09-22T00:00:00,2020-09-22,200.0,460.0
24723,5c4f77b0c88aa306e667e6096430b339,3.0,2020-09-25T00:00:00,2020-09-25,200.0,450.0
24728,5c4f77b0c88aa306e667e6096430b339,1.0,2020-09-25T00:00:00,2020-09-25,200.0,500.0
25046,5c4f77b0c88aa306e667e6096430b339,1.0,2020-09-29T00:00:00,2020-09-29,200.0,400.0
25376,5c4f77b0c88aa306e667e6096430b339,1.0,2020-09-30T00:00:00,2020-10-01,200.0,480.0
247419,5c4f77b0c88aa306e667e6096430b339,1.0,2020-10-05T00:00:00,2020-10-06,200.0,460.0
247713,5c4f77b0c88aa306e667e6096430b339,1.0,2020-10-07T00:00:00,2020-10-07,200.0,460.0
248426,5c4f77b0c88aa306e667e6096430b339,2.0,2020-10-12T00:00:00,2020-10-12,200.0,460.0
209240,5c4f77b0c88aa306e667e6096430b339,1.0,2020-10-14T00:00:00,2020-10-14,200.0,500.0
209115,5c4f77b0c88aa306e667e6096430b339,7.0,2020-10-13T00:00:00,2020-10-14,200.0,420.0
209640,5c4f77b0c88aa306e667e6096430b339,6.0,2020-10-15T00:00:00,2020-10-15,200.0,420.0
209706,5c4f77b0c88aa306e667e6096430b339,1.0,2020-10-16T00:00:00,2020-10-16,19.27,55.5
209853,5c4f77b0c88aa306e667e6096430b339,1.0,2020-10-16T00:00:00,2020-10-16,200.0,450.0
210207,5c4f77b0c88aa306e667e6096430b339,1.0,2020-10-20T00:00:00,2020-10-20,200.0,460.0
210350,5c4f77b0c88aa306e667e6096430b339,1.0,2020-10-20T00:00:00,2020-10-20,200.0,450.0
210433,5c4f77b0c88aa306e667e6096430b339,1.0,2020-10-20T00:00:00,2020-10-21,200.0,500.0
210599,5c4f77b0c88aa306e667e6096430b339,1.0,2020-10-21T00:00:00,2020-10-21,200.0,450.0
55631,5c4f77b0c88aa306e667e6096430b339,1.0,2020-10-22T00:00:00,2020-10-22,200.0,460.0
209564,5c4f77b0c88aa306e667e6096430b339,2.0,2020-10-15T00:00:00,2020-10-23,19.3,49.95
56176,5c4f77b0c88aa306e667e6096430b339,1.0,2020-10-26T00:00:00,2020-10-27,200.0,480.0
56517,5c4f77b0c88aa306e667e6096430b339,2.0,2020-10-28T00:00:00,2020-10-28,200.0,460.0
56579,5c4f77b0c88aa306e667e6096430b339,1.0,2020-10-28T00:00:00,2020-10-29,200.0,460.0
12314,5c4f77b0c88aa306e667e6096430b339,1.0,2020-11-02T00:00:00,2020-11-02,200.0,470.0
12550,5c4f77b0c88aa306e667e6096430b339,1.0,2020-11-03T00:00:00,2020-11-03,200.0,460.0
12909,5c4f77b0c88aa306e667e6096430b339,1.0,2020-11-04T00:00:00,2020-11-04,200.0,500.0
13040,5c4f77b0c88aa306e667e6096430b339,1.0,2020-11-04T00:00:00,2020-11-05,200.0,500.0
13048,5c4f77b0c88aa306e667e6096430b339,1.0,2020-11-04T00:00:00,2020-11-05,200.0,500.0
13083,5c4f77b0c88aa306e667e6096430b339,1.0,2020-11-05T00:00:00,2020-11-05,200.0,460.0
13140,5c4f77b0c88aa306e667e6096430b339,1.0,2020-11-05T00:00:00,2020-11-05,200.0,460.0
