,product_hash,sales_quantity,date_of_sale,requested_delivery_date,unit_price,unit_cost
103969,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2017-08-28T00:00:00,2017-08-28,444.01,805.8
104277,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-08-30T00:00:00,2017-08-30,46.38,101.088
95106,bb3e6bcb32e4243425fad4b9c586bc7e,3.0,2017-09-18T00:00:00,2017-09-18,443.83,891.12
95008,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-09-18T00:00:00,2017-09-18,444.35,853.2
95371,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-09-20T00:00:00,2017-09-20,443.25,948.0
95476,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-09-20T00:00:00,2017-09-21,443.25,758.4
57014,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2017-09-25T00:00:00,2017-09-25,442.03,796.32
57120,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-09-25T00:00:00,2017-09-25,443.08,910.08
58302,bb3e6bcb32e4243425fad4b9c586bc7e,3.0,2017-10-05T00:00:00,2017-10-05,419.4,872.16
10706,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-10-09T00:00:00,2017-10-09,417.82,853.2
11335,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-10-12T00:00:00,2017-10-12,405.6,872.16
254086,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2017-10-19T00:00:00,2017-10-19,405.2,872.16
254805,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-10-24T00:00:00,2017-10-24,41.88,98.982
57996,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-10-02T00:00:00,2017-10-25,403.18,872.16
200013,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-10-27T00:00:00,2017-10-27,402.47,758.4
200097,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-10-30T00:00:00,2017-10-30,401.73,853.2
200768,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2017-11-01T00:00:00,2017-11-01,401.02,872.16
201040,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-11-03T00:00:00,2017-11-03,399.53,948.0
201078,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-11-03T00:00:00,2017-11-03,40.93,94.77
201170,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2017-11-06T00:00:00,2017-11-06,397.93,834.24
36805,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2017-11-13T00:00:00,2017-11-13,40.86,98.982
37335,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-11-15T00:00:00,2017-11-15,398.14,948.0
33326,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-11-17T00:00:00,2017-11-17,398.14,891.12
34361,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-11-22T00:00:00,2017-11-22,398.19,948.0
31104,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-11-29T00:00:00,2017-11-29,398.31,853.2
38549,bb3e6bcb32e4243425fad4b9c586bc7e,4.0,2017-12-07T00:00:00,2017-12-07,398.37,948.0
214799,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2017-12-12T00:00:00,2017-12-12,398.65,796.32
215014,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-12-13T00:00:00,2017-12-13,398.89,872.16
215541,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-12-18T00:00:00,2017-12-18,398.8,853.2
241538,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-12-20T00:00:00,2017-12-20,40.06,94.77
241814,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-12-27T00:00:00,2017-12-27,398.88,891.12
241917,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2017-12-27T00:00:00,2017-12-27,398.88,872.16
215067,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2017-12-13T00:00:00,2018-01-02,398.88,948.0
242556,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-01-08T00:00:00,2018-01-08,398.88,853.2
242643,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-01-08T00:00:00,2018-01-08,398.88,948.0
242796,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-01-09T00:00:00,2018-01-09,398.88,948.0
242807,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-01-09T00:00:00,2018-01-09,398.88,948.0
132329,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-01-10T00:00:00,2018-01-10,398.88,948.0
133360,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-01-18T00:00:00,2018-01-18,398.88,872.16
133408,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-01-18T00:00:00,2018-01-18,398.88,853.2
191093,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-01-25T00:00:00,2018-01-25,398.89,891.12
191312,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-01-29T00:00:00,2018-01-29,398.88,948.0
191749,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-01-31T00:00:00,2018-01-31,398.89,758.4
191786,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-01-31T00:00:00,2018-01-31,398.89,891.12
192044,bb3e6bcb32e4243425fad4b9c586bc7e,3.0,2018-02-02T00:00:00,2018-02-02,398.88,796.32
80952,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-02-07T00:00:00,2018-02-07,398.88,948.0
81151,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-02-08T00:00:00,2018-02-08,398.89,948.0
115754,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-02-21T00:00:00,2018-02-21,398.88,910.08
155320,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-03-09T00:00:00,2018-03-09,398.89,948.0
155443,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-03-12T00:00:00,2018-03-12,398.88,853.2
155717,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-03-13T00:00:00,2018-03-13,398.89,948.0
168670,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-03-15T00:00:00,2018-03-15,398.88,948.0
168569,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-03-15T00:00:00,2018-03-15,398.88,948.0
169765,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2018-03-26T00:00:00,2018-03-26,398.89,796.32
84145,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-04-03T00:00:00,2018-04-03,422.97,910.08
114132,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2018-04-12T00:00:00,2018-04-12,423.97,948.0
130521,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-05-07T00:00:00,2018-05-08,450.15,891.12
130780,bb3e6bcb32e4243425fad4b9c586bc7e,4.0,2018-05-09T00:00:00,2018-05-09,451.8,891.12
194014,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-05-15T00:00:00,2018-05-15,43.87,98.982
194365,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2018-05-17T00:00:00,2018-05-17,461.98,974.4
194262,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-05-16T00:00:00,2018-05-17,461.98,812.0
194582,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-05-21T00:00:00,2018-05-21,464.5,913.5
194875,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-05-22T00:00:00,2018-05-22,467.24,1015.0
195122,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-05-23T00:00:00,2018-05-23,477.0,1015.0
213719,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-05-30T00:00:00,2018-05-30,480.91,933.8
214290,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2018-06-05T00:00:00,2018-06-05,480.8,852.6
243071,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-06-11T00:00:00,2018-06-11,480.53,954.1
243502,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-06-18T00:00:00,2018-06-18,48.44,98.982
243690,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-06-18T00:00:00,2018-06-18,492.17,1015.0
243859,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-06-19T00:00:00,2018-06-20,493.47,812.0
244138,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-06-25T00:00:00,2018-06-25,494.27,974.4
35928,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-08-08T00:00:00,2018-08-08,495.21,954.1
201579,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-08-09T00:00:00,2018-08-13,496.31,954.1
202547,bb3e6bcb32e4243425fad4b9c586bc7e,3.0,2018-08-20T00:00:00,2018-08-20,497.63,812.0
202988,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-08-23T00:00:00,2018-08-24,497.63,974.4
256038,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-08-29T00:00:00,2018-08-30,497.63,812.0
256152,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2018-08-31T00:00:00,2018-08-31,497.63,893.2
256816,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-09-06T00:00:00,2018-09-06,491.61,1015.0
22210,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-09-17T00:00:00,2018-09-17,491.11,913.5
22161,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-09-14T00:00:00,2018-09-25,490.52,933.8
47793,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-10-01T00:00:00,2018-10-01,432.77,913.5
48336,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-10-03T00:00:00,2018-10-03,431.6,812.0
48358,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-10-03T00:00:00,2018-10-04,430.39,1015.0
222972,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2018-10-10T00:00:00,2018-10-10,429.12,954.1
223148,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-10-11T00:00:00,2018-10-11,489.81,812.0
223120,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-10-11T00:00:00,2018-10-11,426.43,1015.0
232564,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-10-17T00:00:00,2018-10-17,424.99,1015.0
232731,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-10-18T00:00:00,2018-10-18,423.48,1015.0
232863,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-10-19T00:00:00,2018-10-19,421.9,974.4
233653,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2018-10-25T00:00:00,2018-10-25,420.24,812.0
140634,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-10-31T00:00:00,2018-10-31,418.51,974.4
182665,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-11-13T00:00:00,2018-11-13,418.51,893.2
72727,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-11-14T00:00:00,2018-11-14,418.5,913.5
73587,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-11-19T00:00:00,2018-11-19,427.89,954.1
74241,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-11-21T00:00:00,2018-11-22,427.89,812.0
159838,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-12-06T00:00:00,2018-12-06,427.89,812.0
160170,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-12-10T00:00:00,2018-12-10,427.89,954.1
160025,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2018-12-10T00:00:00,2018-12-10,427.89,913.5
162914,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2018-12-11T00:00:00,2018-12-12,427.89,800.0
163201,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-12-12T00:00:00,2018-12-13,427.89,1015.0
163641,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-12-17T00:00:00,2018-12-18,427.89,1015.0
163920,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-12-19T00:00:00,2018-12-19,427.89,812.0
71417,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-12-20T00:00:00,2018-12-20,427.89,954.1
71599,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2018-12-27T00:00:00,2018-12-27,430.77,913.5
71643,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-01-02T00:00:00,2019-01-02,432.02,954.1
71768,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-01-02T00:00:00,2019-01-03,432.02,812.0
72456,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-01-10T00:00:00,2019-01-10,432.38,1015.0
125468,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-01-14T00:00:00,2019-01-14,432.59,954.1
125729,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2019-01-15T00:00:00,2019-01-16,432.81,974.4
126142,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-01-21T00:00:00,2019-01-21,42.25,101.088
126566,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2019-01-23T00:00:00,2019-01-23,433.63,812.0
141895,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-01-31T00:00:00,2019-01-31,434.35,913.5
142255,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-02-04T00:00:00,2019-02-04,434.78,913.5
142524,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-02-05T00:00:00,2019-02-05,435.28,1015.0
142608,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-02-06T00:00:00,2019-02-06,435.84,974.4
180212,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-02-07T00:00:00,2019-02-08,436.51,1015.0
180927,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-02-13T00:00:00,2019-02-14,437.29,812.0
224999,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-03-04T00:00:00,2019-03-05,438.23,1015.0
231171,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-03-08T00:00:00,2019-03-08,439.38,974.4
231387,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-03-12T00:00:00,2019-03-12,464.17,974.4
231388,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-03-12T00:00:00,2019-03-12,440.82,974.4
231995,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-03-15T00:00:00,2019-03-15,442.67,1015.0
232038,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-03-18T00:00:00,2019-03-18,445.13,913.5
49488,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-04-08T00:00:00,2019-04-08,482.99,913.5
210877,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-04-10T00:00:00,2019-04-11,482.39,812.0
246140,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-04-29T00:00:00,2019-04-29,490.7,913.5
246456,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-05-02T00:00:00,2019-05-02,491.31,974.4
246636,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-05-03T00:00:00,2019-05-03,492.0,812.0
5175,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-05-09T00:00:00,2019-05-09,491.96,913.5
5473,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-05-13T00:00:00,2019-05-13,491.91,1015.0
5448,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-05-13T00:00:00,2019-05-13,491.91,1015.0
5415,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-05-13T00:00:00,2019-05-13,491.91,913.5
6000,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-05-17T00:00:00,2019-05-17,491.7,974.4
61205,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-05-20T00:00:00,2019-05-20,491.6,933.8
206536,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2019-06-07T00:00:00,2019-06-07,491.49,974.4
206707,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-06-10T00:00:00,2019-06-10,491.18,1015.0
250167,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2019-06-17T00:00:00,2019-06-17,492.82,954.1
251068,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-07-01T00:00:00,2019-07-01,492.83,913.5
250974,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-06-28T00:00:00,2019-07-01,46.71,105.3
156260,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-07-08T00:00:00,2019-07-08,493.23,1015.0
166014,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-07-30T00:00:00,2019-07-30,489.67,872.9
166363,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-08-05T00:00:00,2019-08-05,489.64,913.5
166463,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-08-06T00:00:00,2019-08-06,489.61,974.4
90498,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2019-08-16T00:00:00,2019-08-16,489.37,872.9
90674,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-08-19T00:00:00,2019-08-19,488.81,954.1
108442,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-08-28T00:00:00,2019-08-28,488.48,974.4
108695,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-09-02T00:00:00,2019-09-02,488.1,913.5
109027,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-09-03T00:00:00,2019-09-03,487.67,1015.0
108939,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-09-03T00:00:00,2019-09-03,487.67,933.8
109141,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-09-04T00:00:00,2019-09-04,486.6,507.5
133979,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-09-05T00:00:00,2019-09-05,45.2,94.77
134198,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-09-09T00:00:00,2019-09-09,45.52,98.982
189581,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-09-23T00:00:00,2019-09-23,484.72,507.5
98770,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-10-02T00:00:00,2019-10-03,482.11,974.4
99112,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2019-10-07T00:00:00,2019-10-07,485.18,913.5
99135,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-10-07T00:00:00,2019-10-07,485.18,1015.0
99530,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-10-08T00:00:00,2019-10-08,485.19,1015.0
99732,bb3e6bcb32e4243425fad4b9c586bc7e,10.0,2019-10-09T00:00:00,2019-10-09,485.19,974.4
100220,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-10-14T00:00:00,2019-10-14,479.9,872.9
100128,bb3e6bcb32e4243425fad4b9c586bc7e,3.0,2019-10-14T00:00:00,2019-10-14,479.9,913.5
100552,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-10-16T00:00:00,2019-10-16,479.9,812.0
101038,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-10-18T00:00:00,2019-10-18,479.9,1015.0
146924,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-10-30T00:00:00,2019-10-30,490.84,954.1
175794,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-11-01T00:00:00,2019-11-01,491.47,1015.0
175824,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-11-01T00:00:00,2019-11-01,491.47,872.9
176904,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-11-08T00:00:00,2019-11-08,485.98,954.1
196377,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-11-15T00:00:00,2019-11-15,499.07,933.8
261383,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-11-25T00:00:00,2019-11-25,499.64,933.8
261339,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-11-25T00:00:00,2019-11-25,499.64,1015.0
15436,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-11-26T00:00:00,2019-11-27,47.21,106.972
15927,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-11-28T00:00:00,2019-11-28,501.0,987.3
16115,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-11-28T00:00:00,2019-11-28,501.0,1031.18
16285,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-11-29T00:00:00,2019-12-02,501.23,1053.12
52658,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2019-12-03T00:00:00,2019-12-03,501.36,1031.18
53721,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-12-11T00:00:00,2019-12-11,501.65,1053.12
213048,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-12-20T00:00:00,2019-12-20,501.81,1031.18
213069,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2019-12-20T00:00:00,2019-12-23,501.81,987.3
244393,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-01-02T00:00:00,2020-01-02,502.19,943.42
245063,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-01-08T00:00:00,2020-01-09,502.4,877.6
17180,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-01-31T00:00:00,2020-01-31,502.4,987.3
227967,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-02-07T00:00:00,2020-02-07,502.4,1053.12
228016,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-02-08T00:00:00,2020-02-10,502.4,987.3
228090,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-02-10T00:00:00,2020-02-10,502.4,987.3
228632,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-02-13T00:00:00,2020-02-14,502.4,1053.12
229059,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-02-18T00:00:00,2020-02-18,502.4,1097.0
227361,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-02-28T00:00:00,2020-02-28,502.4,1031.18
176951,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-03-04T00:00:00,2020-03-05,502.4,1097.0
177239,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2020-03-09T00:00:00,2020-03-09,502.4,987.3
178210,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-03-18T00:00:00,2020-03-18,502.4,1053.12
128520,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-04-15T00:00:00,2020-04-15,502.41,1097.0
69412,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-05-11T00:00:00,2020-05-12,502.4,1097.0
69952,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-05-18T00:00:00,2020-05-18,502.41,943.42
161571,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2020-05-19T00:00:00,2020-05-19,502.4,1053.12
162261,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-05-26T00:00:00,2020-05-26,502.4,943.42
121843,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-06-11T00:00:00,2020-06-11,502.41,1097.0
121961,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-06-15T00:00:00,2020-06-15,502.4,987.3
76305,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-06-25T00:00:00,2020-06-25,497.13,1097.0
76414,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-06-29T00:00:00,2020-06-29,497.12,954.39
184706,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-07-09T00:00:00,2020-07-10,474.8,943.42
184860,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-07-13T00:00:00,2020-07-13,474.8,1053.12
137560,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-08-03T00:00:00,2020-08-03,485.34,965.36
137617,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-08-03T00:00:00,2020-08-03,467.07,1053.12
137627,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-08-03T00:00:00,2020-08-03,45.44,109.248
236173,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-08-20T00:00:00,2020-08-20,467.07,1031.18
236067,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2020-08-19T00:00:00,2020-08-20,45.22,113.8
219266,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2020-08-28T00:00:00,2020-08-28,467.07,1009.24
219436,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-08-31T00:00:00,2020-08-31,467.07,1053.12
219645,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-09-02T00:00:00,2020-09-02,467.07,1009.24
219955,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2020-09-03T00:00:00,2020-09-04,467.07,1097.0
44187,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-09-11T00:00:00,2020-09-14,467.07,1053.12
44238,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-09-14T00:00:00,2020-09-14,466.64,987.3
24494,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2020-09-24T00:00:00,2020-09-24,485.34,943.42
25057,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-09-29T00:00:00,2020-09-29,485.34,1009.24
247273,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-10-05T00:00:00,2020-10-05,485.34,987.3
247547,bb3e6bcb32e4243425fad4b9c586bc7e,2.0,2020-10-06T00:00:00,2020-10-06,485.34,877.6
247956,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-10-07T00:00:00,2020-10-08,485.34,877.6
247930,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-10-07T00:00:00,2020-10-08,485.34,1097.0
12176,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-11-02T00:00:00,2020-11-02,485.34,987.3
12684,bb3e6bcb32e4243425fad4b9c586bc7e,3.0,2020-11-03T00:00:00,2020-11-03,485.34,1053.12
13079,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-11-05T00:00:00,2020-11-05,485.34,987.3
257716,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-11-13T00:00:00,2020-11-13,485.34,943.42
257861,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-11-16T00:00:00,2020-11-16,485.34,987.3
199590,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-11-24T00:00:00,2020-11-24,485.34,1053.12
172987,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-11-30T00:00:00,2020-11-30,485.35,987.3
173355,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-12-01T00:00:00,2020-12-01,485.34,1097.0
103408,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-12-18T00:00:00,2020-12-18,467.73,1097.0
103818,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-12-23T00:00:00,2020-12-23,466.55,1097.0
103851,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-12-28T00:00:00,2020-12-28,465.21,943.42
95748,bb3e6bcb32e4243425fad4b9c586bc7e,1.0,2020-12-29T00:00:00,2020-12-29,463.66,1097.0
85561,2270e891659e7141a8f83cb40206205f,1.0,2016-01-19T00:00:00,2016-01-19,672.65,980.9
86117,2270e891659e7141a8f83cb40206205f,1.0,2016-01-22T00:00:00,2016-01-22,672.7,1154.0
113055,2270e891659e7141a8f83cb40206205f,2.0,2016-02-01T00:00:00,2016-02-01,670.69,923.2
