,product_hash,sales_quantity,date_of_sale,requested_delivery_date,unit_price,unit_cost,week_number
2665,fdad3b5b2200b598dfde9517e5b426a8,6.0,2015-09-21T00:00:00,2015-09-21,106.02,215.28,39
3193,fdad3b5b2200b598dfde9517e5b426a8,1.0,2015-09-23T00:00:00,2015-09-23,106.02,234.0,39
65768,fdad3b5b2200b598dfde9517e5b426a8,2.0,2015-09-25T00:00:00,2015-09-25,106.02,215.28,39
66044,fdad3b5b2200b598dfde9517e5b426a8,1.0,2015-09-29T00:00:00,2015-09-29,106.02,219.96,40
196902,fdad3b5b2200b598dfde9517e5b426a8,2.0,2015-10-09T00:00:00,2015-10-09,106.02,215.28,41
197116,fdad3b5b2200b598dfde9517e5b426a8,4.0,2015-10-12T00:00:00,2015-10-12,106.02,234.0,42
197301,fdad3b5b2200b598dfde9517e5b426a8,2.0,2015-10-13T00:00:00,2015-10-14,106.02,234.0,42
198066,fdad3b5b2200b598dfde9517e5b426a8,2.0,2015-10-19T00:00:00,2015-10-19,106.02,215.28,43
198344,fdad3b5b2200b598dfde9517e5b426a8,6.0,2015-10-20T00:00:00,2015-10-20,106.02,219.96,43
198356,fdad3b5b2200b598dfde9517e5b426a8,3.0,2015-10-20T00:00:00,2015-10-20,106.02,215.28,43
258455,fdad3b5b2200b598dfde9517e5b426a8,1.0,2015-10-21T00:00:00,2015-10-22,106.02,219.96,43
258637,fdad3b5b2200b598dfde9517e5b426a8,2.0,2015-10-22T00:00:00,2015-10-23,105.13,219.96,43
258830,fdad3b5b2200b598dfde9517e5b426a8,4.0,2015-10-23T00:00:00,2015-10-23,105.09,234.0,43
259306,fdad3b5b2200b598dfde9517e5b426a8,3.0,2015-10-27T00:00:00,2015-10-27,105.09,215.28,44
259364,fdad3b5b2200b598dfde9517e5b426a8,1.0,2015-10-27T00:00:00,2015-10-28,105.09,234.0,44
259717,fdad3b5b2200b598dfde9517e5b426a8,2.0,2015-10-29T00:00:00,2015-10-29,105.09,234.0,44
14393,fdad3b5b2200b598dfde9517e5b426a8,2.0,2015-11-04T00:00:00,2015-11-05,105.09,219.96,45
15192,fdad3b5b2200b598dfde9517e5b426a8,2.0,2015-11-09T00:00:00,2015-11-10,105.09,234.0,46
54437,fdad3b5b2200b598dfde9517e5b426a8,3.0,2015-11-12T00:00:00,2015-11-13,105.09,215.28,46
54757,fdad3b5b2200b598dfde9517e5b426a8,3.0,2015-11-16T00:00:00,2015-11-16,105.09,234.0,47
54941,fdad3b5b2200b598dfde9517e5b426a8,3.0,2015-11-16T00:00:00,2015-11-16,105.09,215.28,47
55054,fdad3b5b2200b598dfde9517e5b426a8,1.0,2015-11-16T00:00:00,2015-11-16,105.09,234.0,47
55133,fdad3b5b2200b598dfde9517e5b426a8,1.0,2015-11-17T00:00:00,2015-11-17,105.09,234.0,47
55494,fdad3b5b2200b598dfde9517e5b426a8,1.0,2015-11-18T00:00:00,2015-11-18,105.09,234.0,47
97450,fdad3b5b2200b598dfde9517e5b426a8,4.0,2015-11-19T00:00:00,2015-11-20,105.09,215.28,47
97599,fdad3b5b2200b598dfde9517e5b426a8,3.0,2015-11-20T00:00:00,2015-11-20,105.09,234.0,47
98337,fdad3b5b2200b598dfde9517e5b426a8,1.0,2015-11-25T00:00:00,2015-11-25,105.09,219.96,48
101732,fdad3b5b2200b598dfde9517e5b426a8,1.0,2015-11-30T00:00:00,2015-11-30,105.09,234.0,49
101813,fdad3b5b2200b598dfde9517e5b426a8,2.0,2015-11-30T00:00:00,2015-11-30,105.09,219.96,49
101800,fdad3b5b2200b598dfde9517e5b426a8,3.0,2015-11-30T00:00:00,2015-11-30,105.09,219.96,49
102008,fdad3b5b2200b598dfde9517e5b426a8,6.0,2015-12-01T00:00:00,2015-12-01,105.09,219.96,49
102237,fdad3b5b2200b598dfde9517e5b426a8,1.0,2015-12-01T00:00:00,2015-12-01,105.09,234.0,49
102168,fdad3b5b2200b598dfde9517e5b426a8,3.0,2015-12-01T00:00:00,2015-12-02,105.09,215.28,49
102560,fdad3b5b2200b598dfde9517e5b426a8,1.0,2015-12-03T00:00:00,2015-12-03,105.09,234.0,49
147502,fdad3b5b2200b598dfde9517e5b426a8,1.0,2015-12-09T00:00:00,2015-12-09,105.09,234.0,50
147680,fdad3b5b2200b598dfde9517e5b426a8,1.0,2015-12-10T00:00:00,2015-12-10,105.09,219.96,50
147943,fdad3b5b2200b598dfde9517e5b426a8,3.0,2015-12-14T00:00:00,2015-12-14,105.09,219.96,51
148335,fdad3b5b2200b598dfde9517e5b426a8,2.0,2015-12-15T00:00:00,2015-12-15,105.09,219.96,51
148319,fdad3b5b2200b598dfde9517e5b426a8,10.0,2015-12-15T00:00:00,2015-12-15,105.09,234.0,51
174000,fdad3b5b2200b598dfde9517e5b426a8,3.0,2015-12-16T00:00:00,2015-12-16,105.09,215.28,51
174041,fdad3b5b2200b598dfde9517e5b426a8,3.0,2015-12-16T00:00:00,2015-12-16,105.09,234.0,51
174201,fdad3b5b2200b598dfde9517e5b426a8,2.0,2015-12-17T00:00:00,2015-12-17,105.09,234.0,51
174264,fdad3b5b2200b598dfde9517e5b426a8,4.0,2015-12-18T00:00:00,2015-12-18,105.09,234.0,51
174965,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-01-05T00:00:00,2016-01-05,105.09,224.64,1
175214,fdad3b5b2200b598dfde9517e5b426a8,5.0,2016-01-07T00:00:00,2016-01-07,105.09,215.28,1
175186,fdad3b5b2200b598dfde9517e5b426a8,6.0,2016-01-07T00:00:00,2016-01-07,105.09,215.28,1
175100,fdad3b5b2200b598dfde9517e5b426a8,5.0,2016-01-07T00:00:00,2016-01-07,105.09,219.96,1
175270,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-01-08T00:00:00,2016-01-08,105.09,219.96,1
84964,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-01-12T00:00:00,2016-01-12,105.09,234.0,2
85313,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-01-15T00:00:00,2016-01-15,105.09,224.64,2
85299,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-01-15T00:00:00,2016-01-15,105.09,224.64,2
85663,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-01-19T00:00:00,2016-01-19,105.09,234.0,3
85670,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-01-19T00:00:00,2016-01-19,105.09,224.64,3
85933,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-01-21T00:00:00,2016-01-21,105.09,219.96,3
86313,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-01-25T00:00:00,2016-01-25,105.09,219.96,4
175316,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-01-08T00:00:00,2016-02-02,105.09,215.28,5
86030,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-01-22T00:00:00,2016-02-02,105.09,215.28,5
86050,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-01-22T00:00:00,2016-02-02,105.09,215.28,5
174533,fdad3b5b2200b598dfde9517e5b426a8,3.0,2015-12-22T00:00:00,2016-02-02,105.09,215.28,5
157316,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-02-05T00:00:00,2016-02-05,105.09,224.64,5
157534,fdad3b5b2200b598dfde9517e5b426a8,5.0,2016-02-08T00:00:00,2016-02-08,105.09,219.96,6
157576,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-02-08T00:00:00,2016-02-08,105.09,219.96,6
157948,fdad3b5b2200b598dfde9517e5b426a8,10.0,2016-02-10T00:00:00,2016-02-10,105.09,234.0,6
157774,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-02-09T00:00:00,2016-02-10,105.09,215.28,6
158423,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-02-16T00:00:00,2016-02-16,105.09,215.28,7
163988,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-02-19T00:00:00,2016-02-19,0.0,219.96,7
164253,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-02-22T00:00:00,2016-02-22,0.0,219.96,8
164261,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-02-22T00:00:00,2016-02-22,0.0,219.96,8
164113,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-02-22T00:00:00,2016-02-22,0.0,234.0,8
164561,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-02-24T00:00:00,2016-02-24,101.34,215.28,8
164575,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-02-24T00:00:00,2016-02-24,105.08,215.28,8
164570,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-02-24T00:00:00,2016-02-24,101.34,215.28,8
164861,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-02-25T00:00:00,2016-02-25,101.34,224.64,8
164851,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-02-25T00:00:00,2016-02-25,101.34,224.64,8
164666,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-02-24T00:00:00,2016-02-25,101.34,224.64,8
165202,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-02-29T00:00:00,2016-02-29,101.34,224.64,9
164974,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-02-29T00:00:00,2016-02-29,101.34,234.0,9
88550,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-03-04T00:00:00,2016-03-04,101.34,234.0,9
165042,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-02-29T00:00:00,2016-03-07,101.34,234.0,10
89005,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-03-08T00:00:00,2016-03-08,101.34,215.28,10
89577,fdad3b5b2200b598dfde9517e5b426a8,5.0,2016-03-10T00:00:00,2016-03-10,105.08,219.96,10
89564,fdad3b5b2200b598dfde9517e5b426a8,5.0,2016-03-10T00:00:00,2016-03-10,101.34,219.96,10
89547,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-03-10T00:00:00,2016-03-10,101.34,219.96,10
89632,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-03-11T00:00:00,2016-03-11,101.35,215.28,10
89766,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-03-14T00:00:00,2016-03-14,101.34,215.28,11
109564,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-03-16T00:00:00,2016-03-16,101.34,219.96,11
109770,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-03-17T00:00:00,2016-03-17,101.34,234.0,11
109832,fdad3b5b2200b598dfde9517e5b426a8,7.0,2016-03-18T00:00:00,2016-03-18,101.34,215.28,11
109975,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-03-21T00:00:00,2016-03-21,101.35,234.0,12
3442,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-03-30T00:00:00,2016-03-30,101.34,224.64,13
3600,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-03-31T00:00:00,2016-03-31,101.34,219.96,13
3721,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-04-01T00:00:00,2016-04-01,106.23,215.28,13
3896,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-04-04T00:00:00,2016-04-04,106.22,215.28,14
4049,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-04-05T00:00:00,2016-04-05,106.21,215.28,14
4501,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-04-08T00:00:00,2016-04-08,106.21,234.0,14
4847,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-04-12T00:00:00,2016-04-13,106.19,219.96,15
64332,fdad3b5b2200b598dfde9517e5b426a8,10.0,2016-04-14T00:00:00,2016-04-14,104.94,234.0,15
64390,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-04-15T00:00:00,2016-04-15,104.71,234.0,15
65099,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-04-25T00:00:00,2016-04-25,104.68,234.0,17
207393,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-04-27T00:00:00,2016-04-27,104.65,215.28,17
207476,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-04-28T00:00:00,2016-04-28,104.65,219.96,17
207580,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-04-29T00:00:00,2016-04-29,104.49,219.96,17
207844,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-05-02T00:00:00,2016-05-02,104.46,234.0,18
207705,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-05-02T00:00:00,2016-05-02,104.46,234.0,18
207906,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-05-03T00:00:00,2016-05-03,104.38,224.64,18
208475,fdad3b5b2200b598dfde9517e5b426a8,5.0,2016-05-09T00:00:00,2016-05-09,104.73,215.28,19
208590,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-05-10T00:00:00,2016-05-10,104.73,215.28,19
208582,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-05-10T00:00:00,2016-05-10,104.73,215.28,19
208914,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-05-11T00:00:00,2016-05-11,104.81,219.96,19
248642,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-05-12T00:00:00,2016-05-12,104.82,234.0,19
248867,fdad3b5b2200b598dfde9517e5b426a8,5.0,2016-05-16T00:00:00,2016-05-16,104.84,219.96,20
248963,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-05-16T00:00:00,2016-05-16,104.84,215.28,20
249096,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-05-17T00:00:00,2016-05-17,104.91,219.96,20
249205,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-05-18T00:00:00,2016-05-18,104.92,234.0,20
249405,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-05-19T00:00:00,2016-05-19,104.94,215.28,20
29501,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-06-01T00:00:00,2016-06-01,104.97,215.28,22
29691,fdad3b5b2200b598dfde9517e5b426a8,10.0,2016-06-02T00:00:00,2016-06-02,105.02,234.0,22
29874,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-06-03T00:00:00,2016-06-03,105.2,234.0,22
29881,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-06-03T00:00:00,2016-06-03,105.2,234.0,22
30058,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-06-07T00:00:00,2016-06-07,105.2,219.96,23
39981,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-06-15T00:00:00,2016-06-15,105.38,215.28,24
39928,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-06-15T00:00:00,2016-06-15,105.38,219.96,24
39848,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-06-15T00:00:00,2016-06-15,105.38,219.96,24
40365,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-06-20T00:00:00,2016-06-20,105.42,219.96,25
40426,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-06-21T00:00:00,2016-06-21,102.48,215.28,25
236854,fdad3b5b2200b598dfde9517e5b426a8,6.0,2016-06-21T00:00:00,2016-06-21,105.42,219.96,25
236881,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-06-21T00:00:00,2016-06-22,105.42,234.0,25
236990,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-06-22T00:00:00,2016-06-23,105.42,234.0,25
237075,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-06-23T00:00:00,2016-06-27,105.42,224.64,26
237467,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-06-29T00:00:00,2016-06-29,105.42,224.64,26
237846,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-07-04T00:00:00,2016-07-04,105.42,215.28,27
237914,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-07-05T00:00:00,2016-07-05,105.42,215.28,27
238057,fdad3b5b2200b598dfde9517e5b426a8,6.0,2016-07-06T00:00:00,2016-07-06,0.0,215.28,27
217628,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-07-08T00:00:00,2016-07-08,0.0,215.28,27
217847,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-07-12T00:00:00,2016-07-12,102.48,215.28,28
218111,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-07-14T00:00:00,2016-07-14,102.48,219.96,28
218216,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-07-18T00:00:00,2016-07-18,102.48,219.96,29
218770,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-07-25T00:00:00,2016-07-25,106.94,234.0,30
42470,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-08-01T00:00:00,2016-08-01,106.94,215.28,31
42507,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-08-01T00:00:00,2016-08-01,106.94,219.96,31
42828,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-08-03T00:00:00,2016-08-03,106.94,215.28,31
42952,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-08-04T00:00:00,2016-08-04,106.94,234.0,31
42988,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-08-04T00:00:00,2016-08-04,106.94,215.28,31
43058,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-08-08T00:00:00,2016-08-08,106.94,224.64,32
43432,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-08-11T00:00:00,2016-08-11,106.94,224.64,32
25602,fdad3b5b2200b598dfde9517e5b426a8,5.0,2016-08-15T00:00:00,2016-08-15,106.94,219.96,33
25725,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-08-16T00:00:00,2016-08-16,106.94,234.0,33
25873,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-08-16T00:00:00,2016-08-17,106.95,234.0,33
25984,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-08-17T00:00:00,2016-08-17,106.95,219.96,33
26057,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-08-17T00:00:00,2016-08-18,106.94,219.96,33
26603,fdad3b5b2200b598dfde9517e5b426a8,10.0,2016-08-22T00:00:00,2016-08-22,106.95,234.0,34
26930,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-08-24T00:00:00,2016-08-24,106.95,215.28,34
27121,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-08-25T00:00:00,2016-08-25,106.95,234.0,34
120143,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-08-29T00:00:00,2016-08-29,0.0,219.96,35
120211,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-08-29T00:00:00,2016-08-29,0.0,215.28,35
120346,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-08-30T00:00:00,2016-08-30,0.0,234.0,35
120947,fdad3b5b2200b598dfde9517e5b426a8,6.0,2016-09-02T00:00:00,2016-09-02,103.18,215.28,35
121559,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-09-08T00:00:00,2016-09-08,106.51,215.28,36
77682,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-09-12T00:00:00,2016-09-12,106.51,234.0,37
77839,fdad3b5b2200b598dfde9517e5b426a8,5.0,2016-09-13T00:00:00,2016-09-13,106.51,219.96,37
77882,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-09-13T00:00:00,2016-09-13,106.51,219.96,37
78304,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-09-16T00:00:00,2016-09-16,106.51,219.96,37
78683,fdad3b5b2200b598dfde9517e5b426a8,5.0,2016-09-20T00:00:00,2016-09-20,106.51,215.28,38
78814,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-09-20T00:00:00,2016-09-20,106.51,215.28,38
186296,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-09-23T00:00:00,2016-09-23,106.51,224.64,38
186518,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-09-27T00:00:00,2016-09-27,106.51,234.0,39
186633,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-09-28T00:00:00,2016-09-28,106.51,219.96,39
186686,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-09-28T00:00:00,2016-09-28,106.51,215.28,39
187296,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-10-03T00:00:00,2016-10-03,11.07,24.96,40
187173,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-10-03T00:00:00,2016-10-03,11.07,24.96,40
187284,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-10-03T00:00:00,2016-10-03,11.07,24.96,40
136138,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-10-10T00:00:00,2016-10-10,106.52,215.28,41
136721,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-10-14T00:00:00,2016-10-14,0.0,234.0,41
136813,fdad3b5b2200b598dfde9517e5b426a8,10.0,2016-10-14T00:00:00,2016-10-14,0.0,234.0,41
110719,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-10-17T00:00:00,2016-10-17,108.47,219.96,42
110761,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-10-17T00:00:00,2016-10-17,0.0,224.64,42
111303,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-10-20T00:00:00,2016-10-20,0.0,219.96,42
111444,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-10-21T00:00:00,2016-10-21,0.0,219.96,42
111788,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-10-24T00:00:00,2016-10-24,108.47,215.28,43
111775,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-10-24T00:00:00,2016-10-24,108.47,215.28,43
111795,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-10-24T00:00:00,2016-10-24,108.47,234.0,43
111981,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-10-25T00:00:00,2016-10-25,108.47,215.28,43
86753,fdad3b5b2200b598dfde9517e5b426a8,5.0,2016-10-28T00:00:00,2016-10-28,108.47,219.96,43
87063,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-11-01T00:00:00,2016-11-01,108.47,215.28,44
87123,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-11-01T00:00:00,2016-11-01,108.47,234.0,44
87181,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-11-01T00:00:00,2016-11-01,108.47,234.0,44
87472,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-11-02T00:00:00,2016-11-02,108.47,215.28,44
87895,fdad3b5b2200b598dfde9517e5b426a8,6.0,2016-11-04T00:00:00,2016-11-07,108.47,215.28,45
178463,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-11-08T00:00:00,2016-11-08,108.47,219.96,45
178679,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-11-09T00:00:00,2016-11-09,108.47,234.0,45
178832,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-11-09T00:00:00,2016-11-09,108.47,219.96,45
178734,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-11-09T00:00:00,2016-11-09,108.47,205.92,45
142835,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-11-15T00:00:00,2016-11-16,107.01,215.28,46
142868,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-11-15T00:00:00,2016-11-16,107.01,215.28,46
143581,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-11-18T00:00:00,2016-11-18,108.69,234.0,46
144221,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-11-22T00:00:00,2016-11-22,108.69,215.28,47
144160,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-11-22T00:00:00,2016-11-22,108.69,234.0,47
126845,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-11-23T00:00:00,2016-11-23,108.71,205.92,47
144365,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-11-22T00:00:00,2016-11-23,108.69,234.0,47
127760,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-11-28T00:00:00,2016-11-28,108.71,219.96,48
127715,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-11-28T00:00:00,2016-11-28,108.71,219.96,48
127676,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-11-28T00:00:00,2016-11-28,108.71,219.96,48
127610,fdad3b5b2200b598dfde9517e5b426a8,6.0,2016-11-28T00:00:00,2016-11-28,108.71,219.96,48
128044,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-11-29T00:00:00,2016-11-29,108.74,215.28,48
127977,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-11-29T00:00:00,2016-11-29,108.74,234.0,48
70393,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-12-05T00:00:00,2016-12-05,108.76,215.28,49
70621,fdad3b5b2200b598dfde9517e5b426a8,15.0,2016-12-05T00:00:00,2016-12-05,108.77,234.0,49
70937,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-12-06T00:00:00,2016-12-06,108.77,219.96,49
71200,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-12-08T00:00:00,2016-12-08,108.83,215.28,49
50167,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-12-12T00:00:00,2016-12-12,108.83,219.96,50
50386,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-12-13T00:00:00,2016-12-13,108.83,215.28,50
50293,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-12-13T00:00:00,2016-12-13,108.83,215.28,50
50305,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-12-13T00:00:00,2016-12-13,108.83,219.96,50
50709,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-12-15T00:00:00,2016-12-15,108.83,234.0,50
50936,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-12-16T00:00:00,2016-12-16,108.83,215.28,50
18102,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-12-20T00:00:00,2016-12-20,108.83,215.28,51
18049,fdad3b5b2200b598dfde9517e5b426a8,4.0,2016-12-20T00:00:00,2016-12-20,108.83,219.96,51
18230,fdad3b5b2200b598dfde9517e5b426a8,3.0,2016-12-21T00:00:00,2016-12-21,108.83,234.0,51
18227,fdad3b5b2200b598dfde9517e5b426a8,1.0,2016-12-21T00:00:00,2016-12-21,108.83,219.96,51
18372,fdad3b5b2200b598dfde9517e5b426a8,2.0,2016-12-22T00:00:00,2016-12-22,108.83,215.28,51
18661,fdad3b5b2200b598dfde9517e5b426a8,7.0,2016-12-28T00:00:00,2017-01-02,108.83,215.28,1
18984,fdad3b5b2200b598dfde9517e5b426a8,5.0,2017-01-03T00:00:00,2017-01-03,108.84,219.96,1
19180,fdad3b5b2200b598dfde9517e5b426a8,4.0,2017-01-05T00:00:00,2017-01-05,108.83,224.64,1
19129,fdad3b5b2200b598dfde9517e5b426a8,2.0,2017-01-04T00:00:00,2017-01-05,108.83,224.64,1
19319,fdad3b5b2200b598dfde9517e5b426a8,1.0,2017-01-09T00:00:00,2017-01-09,108.83,219.96,2
19333,fdad3b5b2200b598dfde9517e5b426a8,3.0,2017-01-09T00:00:00,2017-01-09,108.83,215.28,2
229839,fdad3b5b2200b598dfde9517e5b426a8,2.0,2017-01-16T00:00:00,2017-01-16,112.72,221.72,3
230124,fdad3b5b2200b598dfde9517e5b426a8,1.0,2017-01-18T00:00:00,2017-01-18,117.12,226.54,3
225132,fdad3b5b2200b598dfde9517e5b426a8,4.0,2017-01-26T00:00:00,2017-01-26,117.24,221.72,4
225184,fdad3b5b2200b598dfde9517e5b426a8,4.0,2017-01-26T00:00:00,2017-01-27,117.24,221.72,4
225481,fdad3b5b2200b598dfde9517e5b426a8,1.0,2017-01-30T00:00:00,2017-01-30,117.24,226.54,5
225631,fdad3b5b2200b598dfde9517e5b426a8,1.0,2017-01-31T00:00:00,2017-01-31,12.42,25.728,5
